parcelid,prob.1,prob.2
11613060,0.0108563620259275,0.0128522060297967
12040194,0.018994298063827,0.0316344077766198
12823755,0.0199949633114844,0.0307766411378237
14730888,0.00551765376630982,0.0152618270288204
11343044,0.0132648894082923,0.0283961577605839
14713111,0.0103807012346915,0.0205367210131644
17136324,0.0129403528477675,0.0384991433974702
13880081,0.0174442297415053,0.0527854751354417
13034571,0.0069078930536974,0.0168540364231362
10897298,0.026356056727042,0.0318712715956613
11389424,0.0474669162183684,0.0450194060924821
11261365,0.0214191726103559,0.0769216067356236
13992877,0.0185574986993365,0.0253005284585168
12085569,0.0102535808707432,0.0574370944445766
14308347,0.00728074840623771,0.0223849305255704
12542595,0.126510492719237,0.188120382203557
14114558,0.0158324316469483,0.0357959017426993
17279548,0.00942595857279418,0.0257679919489299
12069190,0.0101196317128124,0.0307710396787519
14335573,0.00833319823087881,0.0171122028962585
17107269,0.00651291955193736,0.0205027557712823
11426573,0.0400226114458996,0.0623934835930046
13846213,0.139029752591123,0.108609985100202
11111106,0.00986319538257831,0.026135628332617
11617971,0.0187883262687697,0.0169140078704051
12093461,0.0299997708922979,0.0957098842096827
10750668,0.0207272870684817,0.0286065711719419
12078357,0.00924676845220555,0.0209850115530941
14657702,0.00896798325619636,0.0157690970428545
11925962,0.00836774305031843,0.037327440168982
12493821,0.0191635419475069,0.0600241141258199
12921005,0.0139005362573355,0.0284554451065819
12529770,0.0161103779433672,0.0175393173508238
11291046,0.00657131205509122,0.0312833282791443
14486334,0.00564666669544959,0.0197649398325787
13908744,0.0141881071889095,0.0345766545254564
14392200,0.00574983445719415,0.0160337132721875
11056312,0.0165852773442594,0.0375747639360098
14138450,0.0208461636570192,0.0283928452698184
12174665,0.0645681980288537,0.0264010533128579
14469158,0.0130483176169272,0.0107171572491928
13094674,0.0136337369745507,0.0680943774019066
14354394,0.00856012936265725,0.00926520174984529
12742116,0.0161963087507982,0.0559241942676239
12663989,0.038432908652228,0.0382917508267987
14378654,0.0112634701863505,0.0216862369978023
10782693,0.015933810974723,0.0350430213889999
12477474,0.0113118546799821,0.0398309710562279
14166675,0.00813688255270382,0.020821034225983
14013599,0.0113117323662368,0.0282125853256143
12478813,0.0519626298984295,0.0332328677275834
14642417,0.0327473333972698,0.0668925021075231
12289212,0.0275656057833059,0.0528000627908713
11539258,0.00770332112510929,0.0121325536768741
10918491,0.033563765901389,0.0309627797041463
11025171,0.0213271410013439,0.0304371838486375
11813585,0.0375830972260038,0.0511701945808606
12616619,0.0270008779237812,0.034115474796856
13884044,0.0237848981985076,0.0404353611380511
12157907,0.0201214897009552,0.037775869116575
14739223,0.00692422253299268,0.016669145661756
11706548,0.0466019488761581,0.132146538321856
12406205,0.0348442248841265,0.0558670826501984
11889208,0.0198256257611473,0.0417120315186212
13840700,0.0386519520444504,0.0772484168439571
11585783,0.0293631288236764,0.0370830699486935
12481521,0.0208503138198572,0.0394913682499123
14292898,0.00810597790222223,0.0171319467288882
10968766,0.00845056481097804,0.0252903048305934
14667940,0.0398342383840404,0.0341004070319602
11920659,0.0212555683199072,0.0290772046207381
14601760,0.00786862364880216,0.0181370639614514
11951225,0.0314261998635497,0.0406099761159166
11892855,0.0214431422510741,0.0215960442952097
12473467,0.0337193668341161,0.0683441850363178
14698390,0.0157764982641989,0.0264017404978022
14647976,0.00773769323971168,0.0174803255657836
12103277,0.041039811853671,0.0443723543324921
14333417,0.0089569493856486,0.0142723590155171
17188158,0.00906201813553366,0.0214183758324963
12272136,0.03762624430624,0.0618091142895066
14093238,0.0111647368726514,0.0378526722094403
12134798,0.0192703230971091,0.0411461741732111
11860037,0.00777827502207017,0.0187940407557975
14251101,0.0452440478715037,0.0878016144166963
11344735,0.012416339308851,0.0211399213760597
14087428,0.333393741806822,0.123454729138118
11101385,0.0228107464831047,0.0491710597055529
11541801,0.0210838114948358,0.0208983575175534
11155048,0.0145850249540055,0.0333007812184638
11523922,0.0474902694565659,0.0205224578965284
10887794,0.0264911098298708,0.0385608590101514
13075643,0.0151911959811795,0.035287078618895
14669354,0.0392797512079817,0.0323572600302409
14337986,0.00802109545337754,0.0150522168279555
14400074,0.0230758384120311,0.0273627627357826
12387536,0.0230447585929008,0.0591043395703512
12169308,0.0240232602481382,0.0388803788156217
14440954,0.0221410252083928,0.0211423303560948
12939707,0.00959239583347161,0.0312631583399033
13855707,0.0116166962907725,0.0241606512743685
11978581,0.0140548525470725,0.0352515559149497
11624754,0.0527601591416854,0.0340331570400026
17278931,0.0117870784471734,0.0296166028508029
13046431,0.0094541020015795,0.0334403549902573
11431280,0.0228562691099088,0.0393647116758881
11118194,0.0153555536463121,0.0303565018400612
12479315,0.0272760220901006,0.043636505350178
17060737,0.0973974921703361,0.0426107793785196
12915453,0.0151854145288546,0.0344088940070937
17227679,0.00770494595147228,0.0233306077705252
14162945,0.00820481506018749,0.0219253036597452
11989541,0.0972873181763395,0.0953239218512467
12259748,0.047887529250906,0.0717798396854787
11168742,0.00740951681763465,0.0122677707795876
10749253,0.0235191943735686,0.0358161118173316
14104384,0.00994833766089783,0.0192226288019964
11041181,0.016396356426204,0.0524603133575246
12333026,0.0166360632284081,0.0472369170196606
13066697,0.0082626666195699,0.0159277270704024
17275880,0.0184950450496502,0.0211426303730407
12534199,0.0709940910769092,0.0645123420446598
12498779,0.0403041643664704,0.047977499626639
11239981,0.00698236242541146,0.0215670147884272
14241879,0.0901160268720149,0.0537467002673302
12379115,0.0314250454119134,0.0472820119543783
12588674,0.0306932614770554,0.0381105007888664
11394965,0.0633316622307047,0.0462663140665749
11486701,0.0287352387645224,0.0443359242008749
12905593,0.00381551125218518,0.0137613020994881
12827290,0.00537214386508028,0.0148469321886789
10942462,0.0201121449058391,0.0338051644351594
10814303,0.0282167706902228,0.0711902390909156
13076229,0.0128809841556511,0.0301815265615414
17080490,0.020203405393897,0.099056364144052
12912789,0.0106705037282396,0.0320470297988608
12770601,0.0239464121944107,0.0975037280708444
12650419,0.0566025772066084,0.0986274279621786
17253723,0.012862949794062,0.0238678271082248
12568842,0.0622935523815837,0.0846438922430507
13970152,0.0142692368870944,0.0318444776712329
12925008,0.0437488927727785,0.0695152408215296
11520327,0.0989750677345095,0.0335594549426966
11585512,0.0154971068789359,0.0274807703069952
14153076,0.0124039291444577,0.0262197842178735
12370598,0.0282671607432527,0.0755906276651949
11249194,0.00677166942710491,0.0588951849395926
14212574,0.0147676064724512,0.0323604210235704
11046053,0.0117400871367664,0.0382214520029214
14647242,0.00698959445188916,0.0109482818240975
12972478,0.0194046344937429,0.0440702165618187
12754034,0.0153199001579775,0.036354051048804
11872685,0.0296354942225509,0.0869265420637433
12373752,0.0228203835523157,0.0323690893894818
12546603,0.00956753341494426,0.0100217572087
11275553,0.0103770533931233,0.0318147027269491
12661991,0.0293660670143258,0.0352672957934066
